City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
697,Acapulco,MX,16.8634,-99.8901,77.16,78,44,3.96,scattered clouds
698,Birao,CF,10.2849,22.7882,68.79,34,32,6.15,scattered clouds
699,Marsa Matruh,EG,31.3525,27.2453,57.4,62,0,5.75,clear sky
700,Coahuayana,MX,18.7333,-103.6833,73.63,93,56,3.62,broken clouds
701,Kabare,CD,-2.4683,28.8242,63.21,92,97,1.97,overcast clouds
702,Ikalamavony,MG,-21.15,46.5833,77.31,48,1,3.69,clear sky
703,Fomboni,KM,-12.28,43.7425,81.86,72,36,11.61,scattered clouds
704,Faro,PT,37.0194,-7.9322,47.98,87,0,6.91,clear sky
705,Camopi,GF,3.1655,-52.3158,70.9,99,97,1.34,overcast clouds
706,Mayo,US,38.8876,-76.5119,49.39,71,90,0.0,overcast clouds
707,Contai,IN,21.7786,87.7536,71.47,82,100,5.28,moderate rain
708,Lakshmeshwar,IN,15.1333,75.4667,77.13,72,75,1.23,broken clouds
709,San Pedro,PH,14.35,121.0167,87.03,63,40,10.36,scattered clouds
710,Owerri,NG,5.4833,7.0304,74.88,96,86,0.87,overcast clouds
711,Griffith,US,41.5284,-87.4237,42.73,87,90,5.75,overcast clouds
712,Vrangel,RU,42.7297,133.0839,19.74,46,32,18.07,scattered clouds
713,Sile,TR,41.1754,29.6133,61.2,57,100,1.99,light rain
